movie_id,native_name,english_name,year_made
52,సత్యనారాయణ వ్రతం,The Satyanarayana Vratam,1938
53,అమ్మ ,Mum,1939
54,ఉష,Usha,1939
55,జయప్రద ,Translations,1939
56,పాశుపతాస్త్రం,Pasupatastram,1939
57,బాలాజీ,Balaji,1939
58,మళ్ళీ పెళ్ళి ,Getting married again,1939
59,మహానంద,Mahanand,1939
60,రాధాకృష్ణ,R,1939
61,రైతుబిడ్డ ,A farmer's son,1939
62,వందేమాతరం ,Vande Mataram,1939
63,వరవిక్రయం,Varavikrayam,1939
64,ఆలీబాబా 40 దొంగలు ,Alibaba 40 thieves,1940
65,ఇల్లాలు ,Goodwife,1940
66,కాలచక్రం ,Revolution,1940
67,చండిక,Chandika,1940
68,జీవన జ్యోతి ,The living cauldron,1940
69,బారిష్టరు పార్వతీశం ,Barishtaru Parvathisam,1940
70,బోండాం పెళ్ళి,Bondam is getting married,1940
71,భూకైలాస్ ,Bhukailas,1940
72,భోజ కాళిదాసు,Meal Kalidasu,1940
73,మాలతీ మాధవం,Malathi Madhavam,1940
74,మీరా బాయి,Mira Bai,1940
75,మైరావణ ,Mairavana,1940
76,విశ్వమోహిని,Visvamohini,1940
77,సుమంగళి ,Sumangali,1940
78,అపవాదు,Slander,1941
79,గజలక్ష్మి,Favorite color,1941
80,చంద్రహాస ,Chandrahaasa,1941
81,చూడామణి,Guide,1941
82,తల్లిప్రేమ ,Talliprema,1941
83,తారాశశాంకం ,Tarasasankam,1941
84,తెనాలి రామకృష్ణ ,Tenali Ramakrishna,1941
85,దక్షయజ్ఞం ,Daksayajnam,1941
86,దేవత ,Goddess,1941
87,ధర్మపత్ని,Wife,1941
88,పార్వతీ కళ్యాణం ,Parvati Kalyana,1941
89,భక్తిమాల,Bhaktimala,1941
90,భలే పెళ్ళి,Bhale is getting married,1941
91,మహాత్మాగాంధీ ,Mahatma Gandhi,1941
92,హరవిలాసం,Haravilasam,1941
93,జీవన ముక్తి,The salvation of life,1942
94,దీనబంధు,Dinabandhu,1942
95,పత్ని,Wife,1942
96,బభ్రువాహన,Babhruvahana,1942
97,బాలనాగమ్మ ,Balanagamma,1942
98,బాలనాగమ్మ ,Balanagamma,1942
99,భక్త పోతన ,Devotee Potta,1942
100,భక్త ప్రహ్లాద ,Bhakta Prahlada,1942
101,సీతారామ జననం,The birth of Sitarama,1942
102,సుమతి,Sumathi,1942
103,హానెస్ట్ రోగ్,Honest Rogue,1942
104,కృష్ణ ప్రేమ ,Dark love,1943
105,గరుడ గర్వభంగం,Garuda is proud,1943
106,చెంచులక్ష్మి ,Cenculaksmi,1943
107,పంతులమ్మ ,Governess,1943
108,పతిభక్తి,Patibhakti,1943
109,భక్త కబీర్,Devotee Kabir,1943
110,భాగ్యలక్ష్మి ,App,1943
111,ఒక రోజు రాజు,King one day,1944
112,తాహసీల్దార్,Tahasildar,1944
113,భీష్మ ,Bhishma,1944
114,శ్రీ సీతారామ జననం,Birth of Sri Sitarama,1944
115,సంసార వారధి,Whatever bridge,1944
116,సర్కస్ కింగ్,King of the Circus,1944
117,పాదుకా పట్టాభిషేకం ,The coronation of Paducah,1945
118,మాయలోకం,Mayalokam,1945
119,మాయామశ్చీంద్ర ,Mayamascindra,1945
120,వాల్మీకి ,Valmiki,1945
121,స్వర్గసీమ ,Paradise,1945
122,ఇది మా కథ,This is our story,1946
123,గృహప్రవేశం ,House blessing,1946
124,త్యాగయ్య ,Tyagayya,1946
125,ధృవ,Arctic,1946
126,నారద నారది,Narada Naradi,1946
127,భక్త తులసీదాస్,Bhakta Tulsidas,1946
128,ముగ్గురు మరాటీలు,Three Marathas,1946
129,రిటర్నింగ్ సోల్జర్,Returning Soldier,1946
130,వనరాణి,Vanarani,1946
131,వరూధిని,Varudhini,1946
132,సేతుబంధనం,Setubandhanam,1946
133,గొల్లభామ,Grasshopper,1947
134,పల్నాటి యుద్ధం ,The Battle of the Palnati,1947
135,బ్రహ్మరధం ,Brahmaradham,1947
136,యోగివేమన ,Yogivemana,1947
137,రత్నమాల,Stones,1947
138,రాధిక ,Radhika,1947
139,గీతాంజలి ,Thanks,1948
140,ద్రోహి ,Mole,1948
141,బాలరాజు,BALARAJU,1948
142,భక్త శిరియాల,Devotee Shiriyala,1948
143,మదాలస,Madalasa,1948
144,వింధ్యరాణి,Vindhyarani,1948
145,కీలుగుర్రం,Kilugurram,1949
146,గుణసుందరి కథ,The story of Gunasundari,1949
147,జీవితం,Life,1949
148,ధర్మాంగద,Damanganga,1949
149,బ్రహ్మరధం ,Brahmaradham,1949
150,మన దేశం,Our country,1949
151,రక్షరేఖ,Raksarekha,1949
152,లైలా మజ్ను,Laila Majnu,1949
153,అదృష్టదీపుడు,Adrstadipudu,1950
154,అపూర్వ సహోదరులు ,Uncommon brothers,1950
155,ఆహుతి,Oblation,1950
156,తిరుగుబాటు ,Rebellion,1950
157,పరమానందయ్య శిష్యుల కథ ,Story of the disciples of Paramanandaiah,1950
158,పల్లెటూరి పిల్ల,Pallituri calf,1950
159,బీదలపాట్లు ,Bidalapatlu,1950
160,మాయా రంభ,Magical hamburger,1950
161,మొదటి రాత్రి ,First night,1950
162,రాజ విక్రమ,Raja Vikrama,1950
163,లక్ష్మణ,Laxman,1950
164,లక్ష్మమ్మ,Lakshmamma,1950
165,వాలి సుగ్రీవ,Wally Sugriva,1950
166,శ్రీ లక్ష్మమ్మ కథ ,The story of Sri Lakshmamma,1950
167,శ్రీ సాయిబాబా,Shri Sai Baba,1950
168,షావుకారు,Magnate,1950
169,సంసారం ,Samsara,1950
170,స్వప్న సుందరి,Dreamy beauty,1950
171,అగ్నిపరీక్ష ,Agnipariksa,1951
172,ఆకాశరాజు,Akasaraju,1951
173,ఆడ జన్మ,Female birth,1951
174,చంద్రవంక ,Crescent,1951
175,జీవిత నౌక ,The ship of life,1951
176,తిలోత్తమ,Tilottama,1951
177,దీక్ష ,Inmates,1951
178,నవ్వితే నవరత్నాలు,Smiles are novelties,1951
179,నిర్దోషి ,Innocent,1951
180,పాతాళ భైరవి,Batavi Bhairavi,1951
181,పెంకిపిల్ల,Penkipilla,1951
182,పెళ్లికూతురు,Bride,1951
183,పేరంటాలు,Perantalu,1951
184,మంగళ,Mars,1951
185,మంత్ర దండం ,The wand,1951
186,మల్లీశ్వరి,Include,1951
187,మాయ పిల్ల,The magical baby,1951
188,మాయలమారి,Mayalamari,1951
189,రూపవతి ,Belle,1951
190,సర్వాధికారి,Plenipotentiary,1951
191,సౌదామిని,Saudamini,1951
192,స్త్రీ సాహసం,Woman Adventure,1951
193,అత్తింటి కాపురం,Fig fig,1952
194,ఆకలి ,Appetite,1952
195,ఆడబ్రతుకు,Adabratuku,1952
196,ఆదర్శం ,Ideal,1952
197,కాంచన ,Treasure,1952
198,చిన్న కొడుకు,The little son,1952
199,చిన్న కోడలు ,Short codes,1952
200,చిన్నమ్మ కథ,Aunty's story,1952
201,టింగురంగ,Tinguranga,1952
202,దాసి,Abigail,1952
203,ధర్మ దేవత ,Goddess of Dharma,1952
204,పల్లెటూరు,Village,1952
205,పెళ్ళిచేసి చూడు,Get married,1952
206,పేద రైతు,The poor farmer,1952
207,ప్రజాసేవ,Civil,1952
208,ప్రియురాలు,Sweetheart,1952
209,ప్రేమ ,Love,1952
210,మరదలి పెళ్ళి,Getting married again,1952
211,మానవతి,Human,1952
212,ముగ్గురు కొడుకులు ,Three sons,1952
213,రాజేశ్వరి,Rajeshwari,1952
214,శాంతి,Peace,1952
215,సంక్రాంతి ,Wallpapers,1952
216,సవతి పోరు,Fighting with the Stupid,1952
217,సాహసం ,Adventure,1952
218,సింగారి,Singari,1952
219,సువర్ణమాల,Suvarnamala,1952
220,అమరకవి,Amarakavi,1953
221,అమ్మలక్కలు,Ammalakkalu,1953
222,ఆపేక్ష,Coveted,1953
223,ఇన్స్‌పెక్టర్,Inspector,1953
224,ఒక తల్లి పిల్లలు,A mother's children,1953
225,కన్నతల్లి ,Kannatalli,1953
226,కోడరికం,Kodarikam,1953
227,గుమస్తా,Clerk,1953
228,చండీరాణి ,Candirani,1953
229,జగన్మోహిని ,Jaganmohini,1953
230,తండ్రి ,Father,1953
231,దేవదాసు ,Alice,1953
232,నా ఇల్లు,My house,1953
233,నా చెల్లెలు,My younger sister,1953
234,పక్కింటి అమ్మాయి ,The girl next door,1953
235,పరదేశి ,Foreigner,1953
236,పరోపకారం,Philanthropy,1953
237,పిచ్చి పుల్లయ్య ,Insane Pulliah,1953
238,పుట్టిల్లు,Home,1953
239,పెంపుడు కొడుకు,Foster son,1953
240,ప్రతిజ్ఞ ,Pledge,1953
241,ప్రపంచం ,World,1953
242,ప్రేమలేఖలు ,Love letters,1953
243,బ్రతుకుతెరువు,Living,1953
244,మంజరి ,Head,1953
245,రోహిణి ,Rohini,1953
246,లక్ష్మి ,Lakshmi,1953
247,వయ్యారి భామ,Vaiyari Bhama,1953
248,అంతా మనవాళ్లే,All rights reserved,1954
249,అగ్గిరాముడు ,Aggiramudu,1954
250,అన్నదాత,Anndata,1954
251,అమర సందేశం,The immortal message,1954
252,ఇద్దరు పెళ్లాలు,Two weddings,1954
253,కాళహస్తి మహాత్యం,The Kalahasti is great,1954
254,చంద్రహారం,Candraharam,1954
255,చక్రపాణి ,The youngest,1954
256,జాతక ఫలం,Horoscope,1954
257,జ్యోతి ,Jyoti,1954
258,తోడుదొంగలు ,Accomplice,1954
259,నిరుపేదలు,The poor,1954
260,పరివర్తన ,Transformation,1954
261,పల్లె పడుచు ,Laying down,1954
262,పెద్దమనుషులు ,Gentlemen,1954
263,ప్రజా రాజ్యం ,The public realm,1954
264,బంగారు భూమి ,The land of gold,1954
265,బంగారుపాప,Bangarupapa,1954
266,బాలానందం,Balanandam,1954
267,మనోహర,Elegant,1954
268,మా గోపి,Our Gopi,1954
269,మేనరికం,Menarikam,1954
270,రాజగురువు,Archbishop,1954
271,రాజీ నాప్రాణం,Compromise myth,1954
272,రాజు-పేద,King-poor,1954
273,రేచుక్క ,Recukka,1954
274,వద్దంటే డబ్బు,Money,1954
275,విప్రనారాయణ,Was interesting,1954
276,సంఘం,Community,1954
277,సతీ సక్కుబాయి ,Sati sukkabai,1954
278,అంతా ఇంతే,That's all,1955
279,అంతేకావాలి,Antekavali,1955
280,అతనెవరు,What he was,1955
281,అనార్కలి,Anarkali,1955
282,అర్ధాంగి ,Ardhangi,1955
283,ఆడబిడ్డ,Adabidda,1955
284,కన్యాదానం ,Kanyadanam,1955
285,కన్యాశుల్కం ,Kanyasulkam,1955
286,చెరపకురా చెడేవు,Cherrapakura is bad,1955
287,జయసింహ,Jayasimha,1955
288,దొంగ రాముడు ,The robber is Rama,1955
289,పసుపు కుంకుమ ,Yellow saffron,1955
290,బీదల ఆస్తి,The property of the poor,1955
291,మిస్సమ్మ,Missamma,1955
292,రోజులు మారాయి ,The days have changed,1955
293,వదిన ,She spent,1955
294,వదినగారి గాజులు ,The binoculars,1955
295,విజయగౌరి,Vijayagauri,1955
296,శ్రీకృష్ణ తులాభారం ,Sri Krishna Thulabhara,1955
297,శ్రీజగన్నాథ మహాత్యం,Sreejagannath Mahatayam,1955
298,సంతానం ,Children,1955
299,సంతోషం,Joy,1955
300,సంతోషం ,Joy,1955
301,అమరజీవి ,Martyr,1956
302,ఆలీబాబా 40 దొంగలు ,Alibaba 40 thieves,1956
303,ఇలవేల్పు,Deity,1956
304,ఉమాసుందరి,Umasundari,1956
305,ఏది నిజం,Which is true,1956
306,కనకతార,Kanakatara,1956
307,చరణదాసి,Caranadasi,1956
308,చింతామణి ,Chintamani,1956
309,చిరంజీవులు,Immortals,1956
310,జయం మనదేరా ,Jayam Manadera,1956
311,తెనాలి రామకృష్ణ,Tenali Ramakrishna,1956
312,నాగపంచమి,Nagapancami,1956
313,నాగులచవితి ,Nagulacaviti,1956
314,పెంకి పెళ్ళాం,She is married,1956
315,బాల సన్యాసమ్మ కథ,The story of a child monk,1956
316,భక్త మార్కండేయ,Devotee Markandeya,1956
317,భలే రాముడు,Bhale Rama,1956
318,ముద్దు బిడ్డ ,The kissing baby,1956
319,మేలుకొలుపు ,Arouse,1956
320,శ్రీ గౌరీ మహత్యం,Shri Gowri Mahatayam,1956
321,సదారమ,Sadarama,1956
322,సొంతవూరు,Sontavuru,1956
323,హరిశ్చంద్ర ,Harishchandra,1956
324,అక్కాచెల్లెళ్లు ,Sisters,1957
325,అల్లావుద్దీన్ అద్భుతదీపం,Allauddin is a wonderland,1957
326,ఆలుమగలు ,Alumagalu,1957
327,ఎమ్మెల్యే,MLA,1957
328,కుటుంబ గౌరవం ,Family honor,1957
329,గంధర్వ కన్య ,The Gandharva Virgo,1957
330,తోడికోడళ్ళు ,Sister in law,1957
331,దాంపత్యం ,Dampatyam,1957
332,దొంగల్లో దొర ,Aristocrat among thieves,1957
333,నలదమయంతి,Naladamayanti,1957
334,పాండురంగ మహత్యం,The Panduranga Mahayatiya,1957
335,పెద్దరికాలు,Peddarikalu,1957
336,ప్రేమే దైవం,Love is divine,1957
337,భలే అమ్మాయిలు ,Bhale girls,1957
338,భలే బావ,Bhale Bawa,1957
339,భాగ్యరేఖ,Fortunes,1957
340,మాయాబజార్,Sakshi,1957
341,రాణి రంగమ్మ,Queen Rangamma,1957
342,రేపు నీదే,Tomorrow is yours,1957
343,వద్దంటే పెళ్ళి,Getting married,1957
344,వరుడు కావాలి,Grooms want,1957
345,వినాయక చవితి ,Vinayaka Chavithi,1957
346,వీరకంకణం,Virakankanam,1957
347,సంకల్పం ,Determination,1957
348,సతీ అనసూయ ,Sati Anusuya,1957
349,సతీ సావిత్రి ,Sati Savitri,1957
350,సారంగధర,Sarangadhara,1957
351,సువర్ణసుందరి,Suvarnasundari,1957
352,స్వయం ప్రభ,Self-promotion,1957
353,అత్తా ఒకింటి కోడలే,Aunty singletii Kodale,1958
354,అన్నా తమ్ముడు ,Anna's younger brother,1958
355,ఆడపెత్తనం,Adapettanam,1958
356,ఇంటిగుట్టు,Intiguttu,1958
357,ఎత్తుకు పైఎత్తు ,Lift up,1958
358,కార్తవరాయని కథ,The story of Kartavarayana,1958
359,కొండవీటి దొంగ ,Hill thief,1958
360,గంగా గౌరీ సంవాదం,Ganga Gauri Conversation,1958
361,చెంచులక్ష్మి ,Cenculaksmi,1958
362,దొంగలున్నారు జాగ్రత్త ,Beware of thieves,1958
363,పార్వతీ కళ్యాణం,Parvati Kalyana,1958
364,పెళ్ళినాటి ప్రమాణాలు,Wedding vows,1958
365,బడిపంతులు ,Badipantulu,1958
366,బొమ్మల పెళ్ళి,Getting married with toys,1958
367,భూకైలాస్ ,Bhukailas,1958
368,భూలోక రంభ,Earth Ramba,1958
369,మంచి మనసుకు మంచి రోజులు,Good days are good days,1958
370,మహాదేవి,Mahadevi,1958
371,మాంగల్యబలం,Mangalyabalam,1958
372,ముందడుగు ,Forward,1958
373,రాజనందిని,Rajnandini,1958
374,వీరప్రతాప్ ,Virapratap,1958
375,శోభ ,Charm,1958
376,శ్రీకృష్ణ గారడి,Juggling,1958
377,శ్రీకృష్ణ మాయ,Sri Krishna Maya,1958
378,శ్రీరామాంజనేయ యుద్ధం ,The Battle of Sriramanjaneya,1958
379,అంతా పెద్దలే,Everything is big,1959
380,అనగనగా ఒక రాజు,A king who is not,1959
381,అప్పుచేసి పప్పుకూడు,Do not borrow,1959
382,ఆలుమగలు ,Alumagalu,1959
383,ఇల్లరికం,Illarikam,1959
384,ఇల్లాలి అదృష్టమే ఇంటికి భాగ్యం,Illali is the home of fortune,1959
385,కూతురు కాపురం,Daughter Kapuram,1959
386,కృష్ణ లీల ,Dark lila,1959
387,కొత్తదారి,Kottadari,1959
388,గాంధారి గర్వభంగం,Gandhari is proud,1959
389,గొప్పింటి అమ్మాయి,Great girl,1959
390,చెవిలో రహస్యం,The secret in the ear,1959
391,జయ విజయ,Jaya wins,1959
392,జయభేరి,JayaBheri,1959
393,జలదీపం,Jaladipam,1959
394,దైవబలం,Daivabalam,1959
395,నాగమోహిని ,Nagamohini,1959
396,పెళ్ళి మీద పెళ్ళి,Getting on the bride,1959
397,పెళ్ళి సందడి ,Getting married,1959
398,బండరాముడు,Bandaramudu,1959
399,బాలనాగమ్మ ,Balanagamma,1959
400,భక్త అంబరీష,Devotee Ambarisha,1959
401,భాగ్యదేవత,Bhagyadevata,1959
402,మంత్రవాది,Mage,1959
403,మనోరమ ,Manorama,1959
404,మహారధి కర్ణ,The Maharishi Karna,1959
405,మహాలక్ష్మి మహిమ,The glory of Mahalaxmi,1959
406,మహిషాసుర మర్దిని,Mahishasura Mardini,1959
407,మా ఇంటి మహాలక్ష్మి ,Mahalakshmi of our house,1959
408,రాజమలయసింహ,Rajamalayasinha,1959
409,రేచుక్క-పగటిచుక్క,Recukka-pagaticukka,1959
410,వచ్చిన కోడలు నచ్చింది,Loved the codes,1959
411,వీరభాస్కరుడు,Virabhaskarudu,1959
412,శభాష్ రాముడు,Shabash Rama,1959
413,సతీ తులసి ,Sati Tulsi,1959
414,సతీ సుకన్య,Sati Sukanya,1959
415,సిపాయి కూతురు,Daughter of the sepoy,1959
416,హనుమాన్ పాతాలవిజయం,Hanuman is old,1959
417,అన్నపూర్ణ,Annapurna,1960
418,అన్నా చెల్లెలు ,Anna's younger sister,1960
419,అభిమానం,Affection,1960
420,ఋణానుబంధం,Rnanubandham,1960
421,కనకదుర్గ పూజామహిమ ,Kanakadurga Pujaamahima,1960
422,కన్నకూతురు,Kannakuturu,1960
423,కల్యాణి ,Kalyani,1960
424,కాడెద్దులు ఎకరం నేల,Acorns of soil,1960
425,కార్మిక విజయం,Labor success,1960
426,కాలాంతకుడు,Kalantakudu,1960
427,కుంకుమరేఖ,Kunkumarekha,1960
428,కులదైవం,Kuladaivam,1960
429,చివరకు మిగిలేది,And finally what's left,1960
430,జంగిల్ రాణి,Queen of the Jungle,1960
431,జగన్నాటకం ,agannatakam,1960
432,జల్సారాయుడు,Jalsarayudu,1960
433,దీపావళి ,Diwali,1960
434,దేవాంతకుడు,Devantakudu,1960
435,దేశింగురాజు కథ,The story of Desinguraju,1960
436,ధర్మమే జయం,Dharma is the victory,1960
437,నమ్మిన బంటు,The believer is a pawn,1960
438,నిత్య కళ్యాణం పచ్చ తోరణం,Eternity is the emerald garden,1960
439,పిల్లలు తెచ్చిన చల్లని రాజ్యం,A cool realm that brought children,1960
440,పెళ్ళి కానుక ,A wedding gift,1960
441,బావామరదళ్లు,Bavamaradallu,1960
442,భక్త రఘునాథ్,Bhakta Raghunath,1960
443,భక్త విజయం,Victory of the devotee,1960
444,భక్త శబరి,Devotee Sabari,1960
445,భట్టి విక్రమార్క,Bhatti Vikramarka,1960
446,భూలోకంలో యమలోకం,Yamoloka in the earth,1960
447,మగవారి మాయలు,The tricks of men,1960
448,మనసిచ్చాను ,Manasiccanu,1960
449,మహాకవి కాళిదాసు,The Mahakavi Kalidas,1960
450,మా ఊరి అమ్మాయి,Our hometown girl,1960
451,మా బాబు,Our Babu,1960
452,మాంగల్యం,Mangalyam,1960
453,మామకు తగ్గ అల్లుడు,Uncle's son-in-law,1960
454,ముగ్గురు వీరులు,Three heroes,1960
455,రమా సుందరి,Rama Sundari,1960
456,రాజమకుటం,Crown,1960
457,రాణి రత్న ప్రభ,Queen Ratna Prabha,1960
458,రేణుకాదేవి మహత్యం,Renukadevi is great,1960
459,లేత మనసులు ,Light-hearted,1960
460,విమల,Vimala,1960
461,శాంతి నివాసం,Peace abode,1960
462,శ్రీ వెంకటేశ్వర మహత్యం,Sri Venkateswara Mahatayam,1960
463,శ్రీకృష్ణ రాయబారం,Embassy of Sri Krishna,1960
464,సమాజం ,Community,1960
465,సహస్ర శిరచ్ఛేద అపూర్వ చింతామణి,Millennial decapitation is a rare thought,1960
466,అనుమానం,Suspected,1961
467,అమూల్య కానుక,A priceless gift,1961
468,అరబ్బీ వీరుడు జబక్,The Arab hero was Jabak,1961
469,ఆదర్శ వీరులు,Ideal heroes,1961
470,ఇంటికి దీపం ఇల్లాలే,Lamp to the house,1961
471,ఇద్దరు మిత్రులు ,Two friends,1961
472,ఉషాపరిణయం ,Usaparinayam,1961
473,ఋష్యశృంగ,Wisely,1961
474,ఎవరు దొంగ,Who's the thief,1961
475,కత్తిపట్టిన రైతు,A cropped farmer,1961
476,కన్నకొడుకు ,Kannakoduku,1961
477,కలసి ఉంటే కలదు సుఖం,"Together, you will feel comfortable",1961
478,కష్టసుఖాలు,Vicissitudes,1961
479,కృష్ణ ప్రేమ,Dark love,1961
480,కొరడా వీరుడు,Scourge,1961
481,ఖడ్గవీరుడు ,Swordsman,1961
482,గుళ్లో పెళ్లి,The wedding in Guil,1961
483,చిన్నాన్న శపధం,The little boy curses,1961
484,జగదేక సుందరి,Jagadeka is beautiful,1961
485,జగదేకవీరుని కథ,The story of Jagadekavir,1961
486,జేబు దొంగ ,Pocket thief,1961
487,టాక్సీ రాముడు,Taxi Rama,1961
488,తండ్రులు కొడుకులు,Fathers are sons,1961
489,ధాన్యమే ధనలక్ష్మి,Dhanalakshmi is the grain,1961
490,పెండ్లి పిలుపు,The Wedding Call,1961
491,పెళ్ళి కాని పిల్లలు ,Unmarried children,1961
492,బాటసారి,Wayfarer,1961
493,బికారి రాముడు,Bikari Rama,1961
494,భక్త జయదేవ ,Devotee Jayadeva,1961
495,భార్యాభర్తలు,Husband and wife,1961
496,మదన మంజరి ,Madan Manjari,1961
497,మాయా మశ్చీంద్ర,Maya Mashindra,1961
498,ముసుగు వీరుడు,The masked hero,1961
499,మూగ మనసులు ,Dumb minds,1961
500,వరలక్ష్మీ వ్రతం ,The Varalakshmi Vratam,1961
501,వాగ్దానం,Promise,1961
502,వెలుగునీడలు,Velugunidalu,1961
503,శభాష్ రాజా,Shabash Raja,1961
504,శాంత,Santa,1961
505,శ్రీకృష్ణ కుచేల,Sri Krishna Kuchela,1961
506,సతీ సులోచన,Sati is thinking,1961
507,సీతారామ కల్యాణం,Sitarama Kalyanam,1961
508,అప్పగింతలు,Delivery,1962
509,ఆత్మబంధువు,Atmabandhuvu,1962
510,ఆరాధన ,Worship,1962
511,ఆశాజీవులు,Asajivulu,1962
512,కలిమిలేములు,Kalimilemulu,1962
513,కులగోత్రాలు,Kulagotralu,1962
514,ఖడ్గవీరుడు ,Swordsman,1962
515,ఖైదీ కన్నయ్య,The prisoner virgin,1962
516,గాలిమేడలు,Galimedalu,1962
517,గుండమ్మ కథ,Gundamma story,1962
518,గులేబకావళి కథ,Gulebakavali story,1962
519,చిట్టి తమ్ముడు,Little brother,1962
520,టైగర్ రాముడు,Tiger Rama,1962
521,దక్షయజ్ఞం ,Daksayajnam,1962
522,దశావతారములు ,Depicting ten,1962
523,నాగార్జున ,Nagarjuna,1962
524,నువ్వా నేనా,You are my,1962
525,పదండి ముందుకు ,Come forward,1962
526,పెళ్ళితాంబూలం,Pellitambulam,1962
527,భాగ్యవంతులు,Capitalists,1962
528,భీష్మ,Bhishma,1962
529,మంచి మనసులు ,Good minds,1962
530,మదనకామరాజు కథ,The story of Madanakamaraju,1962
531,మమకారం,Attachment,1962
532,మహాభారతం ,Mahabharata,1962
533,మహామంత్రి తిమ్మరుసు,The Mahamantri Timurusu,1962
534,మాయా మోహిని ,Maya Mohini,1962
535,మురిపించే మువ్వలు,Fucking mugs,1962
536,మోహినీ రుక్మాంగద ,Mohini Rukmangada,1962
537,రక్తసంబంధం ,Siblings,1962
538,సిరిసంపదలు,Wealth,1962
539,స్వర్ణగౌరి,Svarnagauri,1962
540,స్వర్ణమంజరి,Svarnamanjari,1962
541,అదృష్టవతి,Adrstavati,1963
542,అనుబంధాలు,Affiliates,1963
543,అనురాగం,Affection,1963
544,ఆప్తమిత్రులు,Close friends,1963
545,ఇరుగు పొరుగు,Neighborhood,1963
546,ఎదురీత ,Edurita,1963
547,కానిస్టేబుల్ కూతురు,Daughter of the constable,1963
548,గురువుని మించిన శిష్యుడు,Disciple beyond the teacher,1963
549,చదువుకున్న అమ్మాయిలు,Educated girls,1963
550,చిత్తూరు రాణీ పద్మిని,Queen Padmini of Chittoor,1963
551,జ్ఞానేశ్వర్,Jnanesvar,1963
552,తల్లి బిడ్డ,The mother is the child,1963
553,తిరుపతమ్మ కథ,The story of Tirupathamma,1963
554,తోబుట్టువులు,Sibling,1963
555,దేవసుందరి,Devasundari,1963
556,దొంగ నోటు,Sneaker note,1963
557,నర్తనశాల,Ballroom,1963
558,నాగ దేవత ,The goddess of the Naga,1963
559,పరువు ప్రతిష్ఠ ,Defamation of dignity,1963
560,పునర్జన్మ ,Reincarnation,1963
561,పెంపుడు కూతురు,Foster daughter,1963
562,బందిపోటు ,Bandit,1963
563,మంచి చెడు,Good and bad,1963
564,మంచి రోజులు వస్తాయి,Good days come,1963
565,మహా వీర భీమసేన,Maha Veera Bhimasena,1963
566,మూఢ నమ్మకాలు,Superstitious beliefs,1963
567,లక్షాధికారి,Millionaire,1963
568,లవకుశ,Lavakusha,1963
569,వాల్మీకి ,Valmiki,1963
570,విష్ణుమాయ,Vishnumaya,1963
571,శ్రీకృష్ణార్జున యుద్ధం,The Battle of Sri Krishnajarjuna,1963
572,సవతి కొడుకు,Stepfather,1963
573,సోమవార వ్రత మహత్యం,Monday Vrata Mahayatam,1963
574,అందీఅందని ప్రేమ,Love it,1964
